Partner Name,Tier,Location,References,Certified Experts,Profile URL,Certified Versions,References Total,Customer Retention %,Largest Reference Users,Average Reference Users,Reference Industries,RI_Agriculture,RI_Construction_Renovation,RI_ECO_liable_to_deduct_TCS_u_s_52,RI_ECO_liable_to_pay_GST_u_s_9_5,RI_Education,RI_Entertainment_Media,RI_Finance_Legal_Insurance,RI_Food_Hospitality_Tourism_Beverage,RI_Government,RI_HR_Administrative_Consulting,RI_Health_Social_Welfare_Pharmaceutical,RI_Households,RI_IT_Communication_Marketing,RI_Manufacturing_Maintenance,RI_Mining_Quarrying,RI_NGO,RI_Other_Services,RI_Real_Estate,RI_Science_Technology,RI_Transportation_Logistics,RI_Utilities_Energy_Water_supply,RI_Wholesale_Retail
Foca Software,Ready,"Argentina , Mendoza , Mendoza , 5501",1,0,https://www.odoo.com/partners/foca-software-24533108,,,100.0,10,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fogits Libya,Ready,"Libya , Tripoli",1,0,https://www.odoo.com/partners/fogits-libya-25843469,,,100.0,40,40,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forth North Technologies Sdn Bhd,Ready,"Malaysia , Kuala Lumpur , 53300",1,0,https://www.odoo.com/partners/forth-north-technologies-sdn-bhd-20803529,,,100.0,20,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forty Seven C Financial Consultants Limited,Ready,"Kenya , Nairobi City , Juba , 00100",1,0,https://www.odoo.com/partners/forty-seven-c-financial-consultants-limited-25806072,,,100.0,20,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forza-TEK,Ready,"United States , California , Lake Forest , 92630",1,0,https://www.odoo.com/partners/forza-tek-20995459,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fritz, LLC",Ready,"Puerto Rico , San Juan , 00907",1,0,https://www.odoo.com/partners/fritz-llc-23567096,,,100.0,10,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontline Digital Solutions,Ready,Guatemala,1,0,https://www.odoo.com/partners/frontline-digital-solutions-25069734,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furnarius Tech,Ready,"Argentina , Ciudad Autónoma de Buenos Aires , Buenos Aires , 1054",1,0,https://www.odoo.com/partners/furnarius-tech-20158772,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Future Sync IT,Ready,"Pakistan , Lahore",1,1,https://www.odoo.com/partners/future-sync-it-13144802,v17:1,,100.0,30,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Future Tch,Ready,"Saudi Arabia , Riyadh , Riyadh , 4325147",1,0,https://www.odoo.com/partners/future-tch-26620399,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G365 Solution,Ready,"Brazil , Teresina , 64052-240",1,0,https://www.odoo.com/partners/g365-solution-19936965,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GEEKS EIRL,Ready,N/A,1,0,https://www.odoo.com/partners/geeks-eirl-8690551,,,,20,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRUPO ANDAMIA, S.A.",Ready,"Guatemala , Guatemala , Guatemala , 01004",1,0,https://www.odoo.com/partners/grupo-andamia-sa-18585423,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gauvaas, Inc.",Ready,"Canada , Ontario , Toronto , M6P 4B2",1,0,https://www.odoo.com/partners/gauvaas-inc-14517772,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GetAs Software,Ready,"Ethiopia , Addis Ababa , P.O Box 50800",1,0,https://www.odoo.com/partners/getas-software-20341533,,,100.0,40,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Technology Solutions,Ready,"Lebanon , Jdeideh , 90-260",1,6,https://www.odoo.com/partners/global-technology-solutions-11799415,v18:3; v17:3,,100.0,30,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goldapplegroup,Ready,"Dominican Republic , Santo Domingo , Santo Domingo , 10100",1,1,https://www.odoo.com/partners/goldapplegroup-20117901,v17:1,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grupo ADAP S.A.,Ready,"Honduras , San Pedro Sula, Cortés , 21104",1,0,https://www.odoo.com/partners/grupo-adap-sa-1095249,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grupo DEIS,Ready,"Argentina , Ciudad Autónoma de Buenos Aires , Buenos Aires , 1405",1,0,https://www.odoo.com/partners/grupo-deis-22579596,,,100.0,20,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2Solutions,Ready,"Saudi Arabia , Dammam , 34252",1,1,https://www.odoo.com/partners/h2solutions-11820639,v18:1,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Habilelabs,Ready,"Canada , British Columbia , Surrey , V3T 4W4",1,0,https://www.odoo.com/partners/habilelabs-24772302,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearty Mart BizHub LLC,Ready,"United Arab Emirates , Dubai , Al Karama , 000000",1,1,https://www.odoo.com/partners/hearty-mart-bizhub-llc-20856713,v18:1,,100.0,10,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven Group,Ready,"Guatemala , Guatemala City , 01015",1,0,https://www.odoo.com/partners/heaven-group-9592791,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMAX ENERGIA LTDA,Ready,"Brazil , Minas Gerais , Belo Horizonte , 31310-260",1,0,https://www.odoo.com/partners/imax-energia-ltda-19725236,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INNOVA Business Solutions,Ready,Guatemala,1,0,https://www.odoo.com/partners/innova-business-solutions-14311980,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT CORE DIGITAL SAC,Ready,"Peru , Lima , Lima , 15001",1,0,https://www.odoo.com/partners/it-core-digital-sac-22942367,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT DIGITAL BAG,Ready,"Saudi Arabia , Al Jubail",1,0,https://www.odoo.com/partners/it-digital-bag-22414413,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT-Center & Kubid GmbH,Ready,"Austria , Niederösterreich , Bergland , 3254",1,0,https://www.odoo.com/partners/it-center-kubid-gmbh-27158649,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITP Caribbean NV Aruba,Ready,"Aruba , Oranjestad , 00000",1,0,https://www.odoo.com/partners/itp-caribbean-nv-aruba-16001542,,,100.0,10,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infomatify,Ready,"Qatar , Doha",1,0,https://www.odoo.com/partners/infomatify-27511433,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inmote B.V.,Ready,"Netherlands , Overijssel , Nijverdal , 7442 DB",1,0,https://www.odoo.com/partners/inmote-bv-22564550,,,100.0,20,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Innovatech Soluções em TI,Ready,"Brazil , Ceará , Fortaleza , 60192200",1,0,https://www.odoo.com/partners/innovatech-solucoes-em-ti-23804230,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Integración Profesional,Ready,"Guatemala , Guatemala",1,0,https://www.odoo.com/partners/integracion-profesional-21781680,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inteleqta Corporate Excellence S.A.S,Ready,Ecuador,1,0,https://www.odoo.com/partners/inteleqta-corporate-excellence-sas-25198789,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intellare Information Technology,Ready,"United Arab Emirates , Dubai , Dubai",1,1,https://www.odoo.com/partners/intellare-information-technology-13251617,v17:1,,100.0,20,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interactive Creativity,Ready,"Saudi Arabia , Riyadh , Riyadh",1,0,https://www.odoo.com/partners/interactive-creativity-24065049,,,100.0,10,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intercom Servicios C.A.,Ready,"Venezuela , Barquisimeto",1,0,https://www.odoo.com/partners/intercom-servicios-ca-20820759,,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intuitis,Ready,"Belgium , Namur , Namur , 5020",1,0,https://www.odoo.com/partners/intuitis-17012,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jahangir for Restaurant Operations & Management Ltd,Ready,N/A,1,1,https://www.odoo.com/partners/jahangir-for-restaurant-operations-management-ltd-23533667,v18:1,,,20,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesús Rodríguez,Ready,"Venezuela , Aragua , El Limón , 2105",1,0,https://www.odoo.com/partners/jesus-rodriguez-25476152,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Stevens,Ready,"United Kingdom , Wakefield , WF29RD",1,0,https://www.odoo.com/partners/jonathan-stevens-22334798,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC Industrial Solutions,Ready,"Lebanon , Sin el Fil , 20381501",1,1,https://www.odoo.com/partners/kc-industrial-solutions-18311950,v18:1,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLIENT INFORMATICS PVT LTD,Ready,N/A,1,1,https://www.odoo.com/partners/klient-informatics-pvt-ltd-8696233,v17:1,,,20,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRAKATAU INFORMATION TECHNOLOGY,Ready,"Indonesia , Jakarta , Jakarta Selatan , 42411",1,0,https://www.odoo.com/partners/krakatau-information-technology-20962928,,,100.0,100,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KURMIKAU SAS,Ready,"Argentina , Mendoza , Mendoza , 5509",1,0,https://www.odoo.com/partners/kurmikau-sas-23386447,,,100.0,20,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendroo Ltd,Ready,"Bangladesh , Dhaka , Dhaka , 1216",1,2,https://www.odoo.com/partners/kendroo-ltd-17278320,v18:1; v17:1,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klouded, LLC",Ready,"United States , New Jersey , Hasbrouck Heights , 07604-0212",1,0,https://www.odoo.com/partners/klouded-llc-24530348,,,100.0,20,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kmalia Tech,Ready,"Panama , Panama City , 170124",1,0,https://www.odoo.com/partners/kmalia-tech-22969619,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ksolves IT USA Inc.,Ready,"United States , Wyoming , Sheridan , 82801-6317",1,0,https://www.odoo.com/partners/ksolves-it-usa-inc-24820784,,,100.0,10,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L and C Smarttech,Ready,"United States , Florida , Hialeah Gardens , 33018",1,0,https://www.odoo.com/partners/l-and-c-smarttech-13830760,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LANDSOFT COMPANY,Ready,"Mexico , Ciudad de México , VENUSTIANO CARRANZA , 15700",1,0,https://www.odoo.com/partners/landsoft-company-11686013,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libaro,Ready,"Belgium , Brugge , 8200",1,0,https://www.odoo.com/partners/libaro-24210576,,,100.0,10,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logian,Ready,"Argentina , Ciudad Autónoma de Buenos Aires , Buenos Aires , 1417",1,0,https://www.odoo.com/partners/logian-21258511,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGNETO IT SOLUTIONS PRIVATE LIMITED,Ready,"India , Gujarat , Ahmedabad , 380015",1,1,https://www.odoo.com/partners/magneto-it-solutions-private-limited-27286875,v18:1,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAKIPURASOFT.PE,Ready,"Peru , Puno , Juliaca , 211101",1,0,https://www.odoo.com/partners/makipurasoftpe-21981486,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGONO,Ready,"France , ANGERS , 49000",1,0,https://www.odoo.com/partners/mangono-18557173,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANNA SOLUSINDO,Ready,"Indonesia , Banten , Tangerang Selatan , 15318",1,0,https://www.odoo.com/partners/manna-solusindo-21785051,,,100.0,30,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARIGOLD AND MANGO LTD,Ready,"United Kingdom , LONDON , W4 5YG",1,0,https://www.odoo.com/partners/marigold-and-mango-ltd-25806266,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MENTOR X,Ready,"Paraguay , Asunción",1,1,https://www.odoo.com/partners/mentor-x-20588531,v18:1,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METZI ASESORES,Ready,"Mexico , Estado de Mexico , METEPEC , 52140",1,2,https://www.odoo.com/partners/metzi-asesores-13348357,v18:1; v17:1,,100.0,50,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISHAAD CONSULTING PTY. LTD.,Ready,"Australia , Victoria , Melbourne , 3109",1,0,https://www.odoo.com/partners/mishaad-consulting-pty-ltd-18660177,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISSION+,Ready,"Singapore , Singapore , 089119",1,0,https://www.odoo.com/partners/mission-17192312,,,100.0,20,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKTintegrado,Ready,"Uruguay , Montevideo , 11400",1,0,https://www.odoo.com/partners/mktintegrado-20460479,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mantle International,Ready,"Egypt , Cairo , 99999",1,1,https://www.odoo.com/partners/mantle-international-18404256,v18:1,,100.0,10,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mara-Tech,Ready,"Argentina , Río Negro , General Roca , 8332",1,0,https://www.odoo.com/partners/mara-tech-22226856,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mederio Group, LLC",Ready,"United States , Tennessee , Knoxville , 37934",1,0,https://www.odoo.com/partners/mederio-group-llc-17288249,,,100.0,100,31,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet & Lead,Ready,"Argentina , Córdoba , Córdoba",1,0,https://www.odoo.com/partners/meet-lead-15233411,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merah Cipta Media,Ready,"Indonesia , Jakarta Barat , 11410",1,2,https://www.odoo.com/partners/merah-cipta-media-16620011,v18:1; v17:1,,100.0,100,34,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Financial Technology (MFT),Ready,"Egypt , Cairo , روكسي - مصر الجديده , 11511",1,2,https://www.odoo.com/partners/modern-financial-technology-mft-18599259,v18:2,,100.0,40,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muse Lab LTD,Ready,"Kenya , Nairobi",1,0,https://www.odoo.com/partners/muse-lab-ltd-24375504,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBS - Nile Business Solutions,Ready,"Egypt , Mansoura",1,1,https://www.odoo.com/partners/nbs-nile-business-solutions-21267382,v18:1,,100.0,20,20,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO3D,Ready,N/A,1,0,https://www.odoo.com/partners/neo3d-21216377,,,,10,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW PEAKS S.R.L.,Ready,"Romania , București , Bucuresti , 20992",1,0,https://www.odoo.com/partners/new-peaks-srl-24589135,,,100.0,30,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOC LLC,Ready,"United States , Florida , Tampa , 33609",1,0,https://www.odoo.com/partners/noc-llc-10167572,,,100.0,20,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSA ITALIA S.R.L.,Ready,"Italy , Roma , ROMA RM , 00142",1,1,https://www.odoo.com/partners/nsa-italia-srl-19673226,v18:1,,100.0,20,17,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXT Level Consulting S.A.,Ready,N/A,1,1,https://www.odoo.com/partners/nxt-level-consulting-sa-16375818,v18:1,,,50,46,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nada Systems Inc,Ready,"United States , California , Harbor City , 90710-1113",1,1,https://www.odoo.com/partners/nada-systems-inc-19206308,v18:1,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NameTech Solutions BV,Ready,"Belgium , Antwerp , Zaventem , 1930",1,0,https://www.odoo.com/partners/nametech-solutions-bv-27090371,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neostream,Ready,"Georgia , Tbilisi",1,1,https://www.odoo.com/partners/neostream-20227829,v18:1,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netgate-Iraq,Ready,"Iraq , Baghdad , Baghdad , 8778",1,1,https://www.odoo.com/partners/netgate-iraq-18019849,v18:1,,100.0,30,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neural Technologies Inc,Ready,"Nicaragua , Esteli , 31000",1,1,https://www.odoo.com/partners/neural-technologies-inc-13747280,v18:1,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexo Solutions Limited,Ready,"Kenya , Nairobi",1,0,https://www.odoo.com/partners/nexo-solutions-limited-23693651,,,100.0,5,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomin Holding LLC,Ready,"Mongolia , Ulaanbaatar , 17042",1,1,https://www.odoo.com/partners/nomin-holding-llc-14783590,v17:1,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North South Ai,Ready,N/A,1,0,https://www.odoo.com/partners/north-south-ai-14748959,,,,5,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nova Post,Ready,"Poland , mazowieckie , WARSZAWA , 02-274",1,0,https://www.odoo.com/partners/nova-post-25805976,,,,10,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nuetel SRL,Ready,"Argentina , Ciudad Autónoma de Buenos Aires , Buenos Aires",1,0,https://www.odoo.com/partners/nuetel-srl-2107858,,,100.0,5,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OASIS PRO LIMITED,Ready,"United Kingdom , Oxfordshire , Chinnor , OX39 4TW",1,1,https://www.odoo.com/partners/oasis-pro-limited-25138092,v18:1,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OBS Solutions AG,Ready,"Switzerland , Zug , CH-6300",1,0,https://www.odoo.com/partners/obs-solutions-ag-2276275,,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPEN LATAM,Ready,"Mexico , Jalisco , ZAPOPAN , 45050",1,0,https://www.odoo.com/partners/open-latam-23230283,,,100.0,20,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPTGO,Ready,Egypt,1,0,https://www.odoo.com/partners/optgo-24583298,,,100.0,30,30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OfficeSupply.SA,Ready,"Saudi Arabia , Jeddah , Jeddah , 23523",1,0,https://www.odoo.com/partners/officesupplysa-10315843,,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OneSolutions SAS,Ready,N/A,1,0,https://www.odoo.com/partners/onesolutions-sas-24187722,,,,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCCube srl,Ready,"Italy , Roma , Roma , 00187",1,3,https://www.odoo.com/partners/pccube-srl-2720312,v18:3,,100.0,30,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKF ANTARES,Ready,"Canada , Alberta , Calgary , T2P 3Y6",1,2,https://www.odoo.com/partners/pkf-antares-12258542,v17:2,,100.0,50,49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROFLUJO TECHNOLOGY PRIVATE LIMITED,Ready,"India , Tamil Nadu , Chennai , 600017",1,0,https://www.odoo.com/partners/proflujo-technology-private-limited-21467196,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT Berkah Teknologi Industri,Ready,"Indonesia , Jakarta , Jakarta Selatan , 12950",1,0,https://www.odoo.com/partners/pt-berkah-teknologi-industri-17389542,,,100.0,100,100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT. Nusa Teknologi Inovasi,Ready,N/A,1,1,https://www.odoo.com/partners/pt-nusa-teknologi-inovasi-22137091,v17:1,,,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piensom S.A., serving clients in Belize",Ready,"Belize , Guatemala",1,0,https://www.odoo.com/partners/piensom-sa-serving-clients-in-belize-16755104,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pivotal Technologies Limited,Ready,"Hong Kong , Pok Fu Lam",1,0,https://www.odoo.com/partners/pivotal-technologies-limited-21541171,,,100.0,5,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polartis Tecnologia da Informação Ltda,Ready,"Brazil , Jundiaí , 13211251",1,0,https://www.odoo.com/partners/polartis-tecnologia-da-informacao-ltda-12884371,,,100.0,20,13,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powdr Solutions,Ready,"United States , Michigan , Traverse City , 49685",1,1,https://www.odoo.com/partners/powdr-solutions-24686555,v19:1,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progressio Solutions,Ready,"Egypt , Cairo",1,1,https://www.odoo.com/partners/progressio-solutions-18693133,v18:1,,100.0,20,18,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project by Deskon,Ready,"Venezuela , Barquisimeto , 3001",1,0,https://www.odoo.com/partners/project-by-deskon-15176623,,,100.0,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protecio,Ready,N/A,1,0,https://www.odoo.com/partners/protecio-14071799,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteus Solutions SRL,Ready,"Venezuela , Miranda , Cristóbal Rojas , 1210",1,0,https://www.odoo.com/partners/proteus-solutions-srl-23226170,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prymage Consultancy Ltd,Ready,"Ghana , Accra",1,0,https://www.odoo.com/partners/prymage-consultancy-ltd-15161732,,,100.0,10,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quanam,Ready,"United States , New York , New York , 10001",1,0,https://www.odoo.com/partners/quanam-11972520,,,100.0,30,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuantumLingual,Ready,"United States , Delaware , Wilmington , 19803-3645",1,0,https://www.odoo.com/partners/quantumlingual-15932669,,,100.0,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest America Inc.,Ready,"United States , California , San Jose , 95113",1,0,https://www.odoo.com/partners/quest-america-inc-24627123,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAOD System C.A,Ready,"Venezuela , Monagas , Maturin , 6201",1,0,https://www.odoo.com/partners/raod-system-ca-14547998,,,100.0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RENED Consultancy and Trading PLC,Ready,N/A,1,0,https://www.odoo.com/partners/rened-consultancy-and-trading-plc-6952735,,,,5,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIGHT ANGLE SOLUTIONS,Ready,"India , Tamil Nadu , Tiruppur , 638660",1,1,https://www.odoo.com/partners/right-angle-solutions-21408563,v18:1,,100.0,40,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Radenta Technologies Inc.,Ready,"Philippines , Metropolitan Manila , Mandaluyong City",1,0,https://www.odoo.com/partners/radenta-technologies-inc-16762805,,,100.0,10,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
